DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"Đường Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh","2,55 tỷ",The Pegasuite,60 m²,Đã bàn giao,"42,5 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,3 tỷ",The Sun Avenue,56 m²,Đã bàn giao,"58,93 triệu/m²",2 phòng,,,,,,,
"50, Phan Văn Khỏe, Phường 2, Quận 6, Tp Hồ Chí Minh","1,52 tỷ",Lucky Palace,62 m²,Đã bàn giao,"24,52 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,55 tỷ",Saigon Riverside Complex Q7,67 m²,Đã bàn giao,"38,06 triệu/m²",2 phòng,,,,,,,
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Opal Riverside,71 m²,Đã bàn giao,"26,76 triệu/m²",2 phòng,2 phòng,16,Đã có sổ,Nội thất cao cấp,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,1 tỷ",Masteri Thảo Điền,63 m²,Đã bàn giao,"49,21 triệu/m²",2 phòng,2 phòng,17,,,Đông Nam,Tây Bắc,
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","4,99 tỷ",Golden Mansion,86 m²,Đã bàn giao,"58,02 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,Bắc,Nam,Căn góc
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,27 tỷ",Lavita Charm,68 m²,Đã bàn giao,"18,68 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,35 tỷ",Tara Residence,68 m²,Chưa bàn giao,"34,56 triệu/m²",2 phòng,2 phòng,18,,,,,
"192, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","1,78 tỷ",Heaven Riverview (Heaven CityView),63 m²,Đã bàn giao,"28,25 triệu/m²",2 phòng,1 phòng,,,,,,
"291/2, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,53 tỷ",Carillon 5,1 m²,Đã bàn giao,"1,53 tỷ/m²",2 phòng,2 phòng,12,Đã có sổ,Nội thất đầy đủ,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","1,65 tỷ",Viva Riverside,68 m²,Đã bàn giao,"24,26 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","4,25 tỷ",Docklands Sài Gòn,96 m²,Đã bàn giao,"44,27 triệu/m²",2 phòng,,,Đã có sổ,,,,Căn góc
"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh","1,85 tỷ",Dream Home Palace,62 m²,Chưa bàn giao,"29,84 triệu/m²",2 phòng,2 phòng,,,,,,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,Đông,Tây,
"103, Hồ Học Lãm phường An Lạc, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","1,38 tỷ",EHome 3,50 m²,Đã bàn giao,"27,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Saigon Gateway,71 m²,Đã bàn giao,"29,58 triệu/m²",2 phòng,2 phòng,,,,,,
"30, 3, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Lavita Garden,51 m²,Đã bàn giao,"41,18 triệu/m²",1 phòng,,,,,,,
"Đường 30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",4S Riverside Linh Đông,75 m²,Đã bàn giao,"24,67 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 2225, Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","2,1 tỷ",Green River - Quận 8,65 m²,Đã bàn giao,"32,31 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2 tỷ,Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"37,74 triệu/m²",1 phòng,1 phòng,,,,,,
"36 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,15 tỷ",Centana Thủ Thiêm,60 m²,Đã bàn giao,"52,5 triệu/m²",2 phòng,2 phòng,18,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 1472, Võ Văn Kiệt, Phường 3, Quận 6, Tp Hồ Chí Minh","3,999 tỷ",Viva Riverside,90 m²,Đã bàn giao,"44,43 triệu/m²",3 phòng,2 phòng,10,Đang chờ sổ,Nội thất cao cấp,Bắc,Nam,Căn góc
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","4,05 tỷ",Botanica Premier,69 m²,Đã bàn giao,"58,7 triệu/m²",2 phòng,2 phòng,,,,,,
"79-81, 79-81 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3 tỷ,Saigonres Plaza,72 m²,Đã bàn giao,"41,67 triệu/m²",2 phòng,,,,,,,Căn góc
"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,6 tỷ",Lotus Sen Hồng ( Violet Tower ),52 m²,Chưa bàn giao,"30,77 triệu/m²",2 phòng,2 phòng,12,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,7 tỷ",Saigon Riverside Complex Q7,73 m²,Đã bàn giao,"23,29 triệu/m²",2 phòng,,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4 tỷ,The Sun Avenue,72 m²,Đã bàn giao,"55,56 triệu/m²",2 phòng,2 phòng,,,,,,
"53-55, Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,33 tỷ",Saigon Pavillon,64 m²,Đã bàn giao,"20,78 triệu/m²",2 phòng,2 phòng,,,,,,
"91, Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh","1,26 tỷ",Central Plaza - 91 Phạm Văn Hai,60 m²,Đã bàn giao,21 triệu/m²,2 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ,,,
"Đường Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","2,15 tỷ",Chung cư Nhiêu Lộc C,62 m²,Chưa bàn giao,"34,68 triệu/m²",2 phòng,1 phòng,2,Đã có sổ,Bàn giao thô,Đông,Bắc,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,2 tỷ",Lavita Charm,51 m²,Đã bàn giao,"43,14 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 1 Đường 63, Phường Bình Trưng Đông, Quận 2, Thành phố Hồ Chí Minh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Thủ Thiêm Xanh,60 m²,Đã bàn giao,"31,67 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,83 tỷ",Jamona City,60 m²,Chưa bàn giao,"30,5 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","4,3 tỷ",The Ascent Tower,74 m²,Đã bàn giao,"58,11 triệu/m²",2 phòng,2 phòng,20,Giấy tờ khác,Nội thất đầy đủ,Đông Bắc,Tây Nam,
"48/5B, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","5,3 tỷ",Chung cư Phú Đạt,110 m²,Đã bàn giao,"48,18 triệu/m²",3 phòng,2 phòng,9,Đã có sổ,,,,Căn góc
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Thành Phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,35 tỷ",Imperial Place,56 m²,Đã bàn giao,"41,96 triệu/m²",2 phòng,1 phòng,,,,,,
"67, Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,55 tỷ",Chung cư Khang Phú,78 m²,Đã bàn giao,"32,69 triệu/m²",2 phòng,2 phòng,55,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TP. Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","3,6 tỷ",Akari City,75 m²,Đã bàn giao,48 triệu/m²,2 phòng,2 phòng,,,,Đông,,
"Xa Lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,1 tỷ",Lotus Sen Hồng ( Violet Tower ),40 m²,Chưa bàn giao,"27,5 triệu/m²",1 phòng,1 phòng,5,Đã có sổ,,,,
"Thới An, Phường Thới An, Quận 12, Tp Hồ Chí Minh","1,4 tỷ",Hà Đô Riverside,56.12 m²,Đã bàn giao,"24,95 triệu/m²",2 phòng,1 phòng,6,,,,,Căn góc
"số 1A, số 1A Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,25 tỷ",Tara Residence,68 m²,Đã bàn giao,"33,09 triệu/m²",2 phòng,2 phòng,,,,,,
"Hiệp Bình Chánh, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,42 tỷ",Opal Riverside,71 m²,Đã bàn giao,"48,17 triệu/m²",2 phòng,,17,,,Tây Nam,Đông Bắc,
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,599 tỷ",Topaz Elite,78 m²,Đã bàn giao,"33,32 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",20 tỷ,Vinhomes Golden River BaSon,121 m²,Đã bàn giao,"165,29 triệu/m²",3 phòng,2 phòng,8,,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,
"Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,63 tỷ",An Gia Skyline,1 m²,Đã bàn giao,"1,63 tỷ/m²",2 phòng,2 phòng,8,Đã có sổ,Nội thất đầy đủ,,,
"8, Đường Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",Căn hộ D’Lusso,57 m²,Đã bàn giao,"46,49 triệu/m²",1 phòng,,,,,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,575 tỷ",Vinhomes Grand Park,59 m²,Đã bàn giao,"26,69 triệu/m²",2 phòng,1 phòng,,,Hoàn thiện cơ bản,,,
"10A, 10A Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","1,95 tỷ",Toky Tower,61 m²,Đã bàn giao,"31,97 triệu/m²",2 phòng,2 phòng,8,Đã có sổ,Hoàn thiện cơ bản,Nam,Bắc,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,5 tỷ",Dream Home Riverside,56 m²,Chưa bàn giao,"26,79 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Nội thất cao cấp,,,Căn góc
"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,39 tỷ",Diamond Riverside (City Gate Towers 2),73 m²,Đã bàn giao,"32,74 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình Hưng Hòa A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","3,08 tỷ",Green Hills Bình Tân,104.5 m²,Chưa bàn giao,"29,47 triệu/m²",3 phòng,2 phòng,2,Đang chờ sổ,Hoàn thiện cơ bản,,,
"262/13, Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","1,77 tỷ",Khu căn hộ IDICO Tân Phú,62 m²,Đã bàn giao,"28,55 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","2,9 tỷ",Carillon 7,66 m²,Đã bàn giao,"43,94 triệu/m²",2 phòng,1 phòng,,,,Đông Bắc,Tây Nam,
"Số 27, Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",2 tỷ,Kim Tâm Hải Apartment,109 m²,Đã bàn giao,"18,35 triệu/m²",3 phòng,3 phòng,,,,Nam,Tây,Căn góc
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",3 tỷ,Sunrise Riverside,70 m²,Đã bàn giao,"42,86 triệu/m²",2 phòng,2 phòng,,,Bàn giao thô,Đông,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","6,3 tỷ",Sunrise City,130 m²,Đã bàn giao,"48,46 triệu/m²",3 phòng,2 phòng,19,,,,,Căn góc
"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2 tỷ,Căn hộ Hoàng Quốc Việt,55 m²,Đã bàn giao,"36,36 triệu/m²",2 phòng,1 phòng,,Đã có sổ,,Đông,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","2,811 tỷ",City Garden,70 m²,Chưa bàn giao,"40,16 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"116, Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,95 tỷ",The Western Capital,50 m²,Đã bàn giao,39 triệu/m²,2 phòng,,,,,,,
"Hẻm 1 Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","3,19 tỷ",Căn hộ Luxcity,82 m²,Đã bàn giao,"38,9 triệu/m²",2 phòng,2 phòng,,,,,,
"586, 2-Mar, Phường 15, Quận 11, Tp Hồ Chí Minh","7,6 tỷ",The Park Avenue,91.21 m²,Chưa bàn giao,"83,32 triệu/m²",3 phòng,3 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,Đông Nam,Đông Bắc,Căn góc
"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,2 tỷ",LuxGarden,62 m²,Đã bàn giao,"35,48 triệu/m²",2 phòng,2 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","3,72 tỷ",Eco Green Sài Gòn,70 m²,Đã bàn giao,"53,14 triệu/m²",2 phòng,2 phòng,,,,Bắc,Nam,
"1123, Đường Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,55 tỷ",An Gia Star,65 m²,Đã bàn giao,"23,85 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,Bắc,Nam,Căn góc
"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,614 tỷ",De Capella,102 m²,Chưa bàn giao,"64,84 triệu/m²",3 phòng,,12,,,,,Căn góc
"Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",3 tỷ,The Pegasuite,68 m²,Đã bàn giao,"44,12 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Quốc lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,55 tỷ",An Gia Star,65 m²,Đã bàn giao,"23,85 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,3 tỷ",Vinhomes Grand Park,59 m²,Chưa bàn giao,"55,93 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,3 tỷ",Saigon Riverside Complex Q7,66 m²,Đã bàn giao,"34,85 triệu/m²",2 phòng,,,,,,,
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","5,15 tỷ",Celadon City,96 m²,Chưa bàn giao,"53,65 triệu/m²",2 phòng,2 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,Đông Nam,Tây,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,9 tỷ",Kingdom 101,73 m²,Đã bàn giao,"67,12 triệu/m²",2 phòng,2 phòng,20,Đang chờ sổ,Nội thất cao cấp,,,Căn góc
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,65 tỷ",Topaz Elite,78 m²,Đã bàn giao,"33,97 triệu/m²",2 phòng,2 phòng,10,,Hoàn thiện cơ bản,Đông Nam,,
"Số 59, Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","1,54 tỷ",City Garden,1 m²,Đã bàn giao,"1,54 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Số 01, Đồng Văn Cống, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,85 tỷ",Feliz En Vista,85 m²,Đã bàn giao,"68,82 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản,,,
"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","3,12 tỷ",Tản Đà Court,105 m²,Đã bàn giao,"29,71 triệu/m²",3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"49, Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh","3,35 tỷ",Diamond Lotus Riverside,58 m²,Đã bàn giao,"57,76 triệu/m²",2 phòng,1 phòng,,,,,,Căn góc
"Số 243, Số 243 Số 243 Đường Tân Hòa Đông, Phường 14, Quận 6, Thành phố Hồ Chí Minh, Phường 14, Quận 6, Tp Hồ Chí Minh","2,45 tỷ",Summer Square,63 m²,Đã bàn giao,"38,89 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,
"27, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","2,65 tỷ",Carillon 2,70 m²,Đã bàn giao,"37,86 triệu/m²",2 phòng,2 phòng,,,,,,
"Lô A1, Lô A1 Số 10 Đường D1, Phường Tân Hưng, Quận 7, Thành phố Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,6 tỷ",Florita,80 m²,Đã bàn giao,45 triệu/m²,2 phòng,2 phòng,,,,,,
"Số 1, Tôn Thất Thuyết, Phường 18, Quận 4, Tp Hồ Chí Minh","2,205 tỷ",Căn hộ DE LA SOL (Delasol),60 m²,Chưa bàn giao,"36,75 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,85 tỷ",Saigon Gateway,65 m²,Đã bàn giao,"28,46 triệu/m²",2 phòng,2 phòng,,,,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,7 tỷ",Diamond Riverside (City Gate Towers 2),73 m²,Đã bàn giao,"36,99 triệu/m²",2 phòng,2 phòng,9,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây,
"Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,05 tỷ",Phú An Center,70 m²,Đã bàn giao,"29,29 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",Căn hộ HausNeo,79 m²,Đã bàn giao,"33,54 triệu/m²",3 phòng,2 phòng,3,,Nội thất đầy đủ,,,Căn góc
"30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,75 tỷ",4S Riverside Linh Đông,72 m²,Đã bàn giao,"24,31 triệu/m²",4 phòng,4 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,7 tỷ",Saigon Riverside Complex Q7,65 m²,Đã bàn giao,"41,54 triệu/m²",2 phòng,2 phòng,31,,,Nam,,
"12, 12 Đường Quốc Hương, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,6 tỷ",Thảo Điền Pearl,132 m²,Đã bàn giao,50 triệu/m²,3 phòng,2 phòng,6,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây,Căn góc
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",Saigon Riverside Complex Q7,60 m²,Đã bàn giao,35 triệu/m²,2 phòng,2 phòng,,,,,,
"10, Mai Chí Thọ, Phường An Lợi Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",6 tỷ,Sadora Apartment,88 m²,Đã bàn giao,"68,18 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"33, Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","2,6 tỷ",Chung cư Phúc Yên,80 m²,Đã bàn giao,"32,5 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Lô 13E, 7, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","2,45 tỷ",Terra Rosa,127 m²,Đã bàn giao,"19,29 triệu/m²",3 phòng,,4,Đã có sổ,,Đông Bắc,Tây Bắc,Căn góc
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",5 tỷ,Vinhomes Central Park,75 m²,Đã bàn giao,"66,67 triệu/m²",2 phòng,,,,,,,
"13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","1,45 tỷ",Sài Gòn Intela,55 m²,Đã bàn giao,"26,36 triệu/m²",2 phòng,2 phòng,,,,,,
"53-55, Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","1,45 tỷ",Saigon Pavillon,1 m²,Đã bàn giao,"1,45 tỷ/m²",3 phòng,1 phòng,8,Đã có sổ,Nội thất đầy đủ,,,
"Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","1,36 tỷ",Osimi Tower,74 m²,Đã bàn giao,"18,38 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"68, Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","7,26 tỷ",Celadon City,87 m²,Chưa bàn giao,"83,45 triệu/m²",3 phòng,,,,Nội thất cao cấp,,,
"119, Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh","5,1 tỷ",Golden Mansion,86 m²,Đã bàn giao,"59,3 triệu/m²",3 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,Căn góc
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,95 tỷ",Vinhomes Grand Park,68 m²,Đã bàn giao,"43,38 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Lô A1 Khu đô thị Him Lam, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","3,2 tỷ",Florita,69 m²,Đã bàn giao,"46,38 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,,,,
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,7 tỷ",Sunview Town,62 m²,Đã bàn giao,"27,42 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","2,34 tỷ",Saigon Royal Residence,60 m²,Đã bàn giao,39 triệu/m²,3 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Đường Xa lộ Đại Hàn, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,2 tỷ",Lotus Sen Hồng ( Violet Tower ),37 m²,Chưa bàn giao,"32,43 triệu/m²",1 phòng,1 phòng,7,Đã có sổ,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,
"126, Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh","5,6 tỷ",Hùng Vương Plaza,117 m²,Đã bàn giao,"47,86 triệu/m²",3 phòng,3 phòng,,Đã có sổ,,,,
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,87 tỷ",Vinhomes Grand Park,46 m²,Chưa bàn giao,"40,65 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,71 tỷ",The Botanica,74 m²,Đã bàn giao,"23,11 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,55 tỷ",Topaz Elite,79 m²,Đã bàn giao,"32,28 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,3 tỷ",Lavita Charm,51 m²,Đã bàn giao,"45,1 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,9 tỷ",Saigon Riverside Complex Q7,54 m²,Đã bàn giao,"35,19 triệu/m²",1 phòng,1 phòng,,,,,,
